mode,alpha,mu,a,gamma,m0,steps,final_M,final_Xi,regime,blowup_step,under_resolved
gamma_threshold_mode_b,1e-05,0.001,8,0.5,20,120,17.790697,0.0029126541,plateau,,True
gamma_threshold_mode_b,1e-05,0.0016681005,8,0.5,20,120,16.414677,0.00260764,plateau,,True
gamma_threshold_mode_b,1e-05,0.0027825594,8,0.5,20,120,14.351181,0.0021995703,plateau,,True
gamma_threshold_mode_b,1e-05,0.0046415888,8,0.5,20,120,11.467507,0.0017131236,plateau,,True
gamma_threshold_mode_b,1e-05,0.0077426368,8,0.5,20,120,7.8822486,0.0012155187,plateau,,True
gamma_threshold_mode_b,1e-05,0.012915497,8,0.5,20,120,4.207752,0.00079076149,plateau,,True
gamma_threshold_mode_b,1e-05,0.021544347,8,0.5,20,120,1.4665394,0.00048757326,plateau,,True
gamma_threshold_mode_b,1e-05,0.035938137,8,0.5,20,120,0.24763614,0.00029686154,plateau,,True
gamma_threshold_mode_b,1e-05,0.059948425,8,0.5,20,120,0.012004422,0.00018223445,plateau,,True
gamma_threshold_mode_b,1e-05,0.1,8,0.5,20,120,6.4593302e-05,0.00011365125,plateau,,True
gamma_threshold_mode_b,2.1544347e-05,0.001,8,0.5,20,120,17.853001,0.0063128611,plateau,,True
gamma_threshold_mode_b,2.1544347e-05,0.0016681005,8,0.5,20,120,16.467889,0.0056482551,plateau,,True
gamma_threshold_mode_b,2.1544347e-05,0.0027825594,8,0.5,20,120,14.392463,0.0047603899,plateau,,True
gamma_threshold_mode_b,2.1544347e-05,0.0046415888,8,0.5,20,120,11.495116,0.0037039194,plateau,,True
gamma_threshold_mode_b,2.1544347e-05,0.0077426368,8,0.5,20,120,7.8969934,0.0026253737,plateau,,True
gamma_threshold_mode_b,2.1544347e-05,0.012915497,8,0.5,20,120,4.2133632,0.001706449,plateau,,True
gamma_threshold_mode_b,2.1544347e-05,0.021544347,8,0.5,20,120,1.4678134,0.0010515064,plateau,,True
gamma_threshold_mode_b,2.1544347e-05,0.035938137,8,0.5,20,120,0.2477651,0.00063995688,plateau,,True
gamma_threshold_mode_b,2.1544347e-05,0.059948425,8,0.5,20,120,0.01200792,0.00039275461,plateau,,True
gamma_threshold_mode_b,2.1544347e-05,0.1,8,0.5,20,120,6.4602984e-05,0.00024490698,plateau,,True
gamma_threshold_mode_b,4.6415888e-05,0.001,8,0.5,20,120,17.9899,0.013779998,plateau,,True
gamma_threshold_mode_b,4.6415888e-05,0.0016681005,8,0.5,20,120,16.584595,0.012312273,plateau,,True
gamma_threshold_mode_b,4.6415888e-05,0.0027825594,8,0.5,20,120,14.48278,0.010357816,plateau,,True
gamma_threshold_mode_b,4.6415888e-05,0.0046415888,8,0.5,20,120,11.555339,0.0080415363,plateau,,True
gamma_threshold_mode_b,4.6415888e-05,0.0077426368,8,0.5,20,120,7.9290546,0.0056872181,plateau,,True
gamma_threshold_mode_b,4.6415888e-05,0.012915497,8,0.5,20,120,4.2255291,0.0036895364,plateau,,True
gamma_threshold_mode_b,4.6415888e-05,0.021544347,8,0.5,20,120,1.4705694,0.0022703488,plateau,,True
gamma_threshold_mode_b,4.6415888e-05,0.035938137,8,0.5,20,120,0.24804363,0.0013805509,plateau,,True
gamma_threshold_mode_b,4.6415888e-05,0.059948425,8,0.5,20,120,0.012015467,0.00084682596,plateau,,True
gamma_threshold_mode_b,4.6415888e-05,0.1,8,0.5,20,120,6.4623865e-05,0.00052788126,plateau,,True
gamma_threshold_mode_b,0.0001,0.001,8,0.5,20,120,18.298006,0.030565297,plateau,,True
gamma_threshold_mode_b,0.0001,0.0016681005,8,0.5,20,120,16.846154,0.027223755,plateau,,True
gamma_threshold_mode_b,0.0001,0.0027825594,8,0.5,20,120,14.684065,0.022806942,plateau,,True
gamma_threshold_mode_b,0.0001,0.0046415888,8,0.5,20,120,11.688656,0.017620096,plateau,,True
gamma_threshold_mode_b,0.0001,0.0077426368,8,0.5,20,120,7.9995312,0.012399851,plateau,,True
gamma_threshold_mode_b,0.0001,0.012915497,8,0.5,20,120,4.2521041,0.0080105365,plateau,,True
gamma_threshold_mode_b,0.0001,0.021544347,8,0.5,20,120,1.47656,0.0049144761,plateau,,True
gamma_threshold_mode_b,0.0001,0.035938137,8,0.5,20,120,0.24864703,0.0029827301,plateau,,True
gamma_threshold_mode_b,0.0001,0.059948425,8,0.5,20,120,0.012031781,0.0018275125,plateau,,True
gamma_threshold_mode_b,0.0001,0.1,8,0.5,20,120,6.4668949e-05,0.0011384257,plateau,,True
gamma_threshold_mode_b,0.00021544347,0.001,8,0.5,20,120,19.032023,0.070442644,plateau,,True
gamma_threshold_mode_b,0.00021544347,0.0016681005,8,0.5,20,120,17.462855,0.062254177,plateau,,True
gamma_threshold_mode_b,0.00021544347,0.0027825594,8,0.5,20,120,15.152247,0.051629417,plateau,,True
gamma_threshold_mode_b,0.00021544347,0.0046415888,8,0.5,20,120,11.993851,0.039427286,plateau,,True
gamma_threshold_mode_b,0.00021544347,0.0077426368,8,0.5,20,120,8.1582746,0.027430619,plateau,,True
gamma_threshold_mode_b,0.00021544347,0.012915497,8,0.5,20,120,4.3111158,0.017553268,plateau,,True
gamma_threshold_mode_b,0.00021544347,0.021544347,8,0.5,20,120,1.489719,0.010697411,plateau,,True
gamma_threshold_mode_b,0.00021544347,0.035938137,8,0.5,20,120,0.24996269,0.0064656291,plateau,,True
gamma_threshold_mode_b,0.00021544347,0.059948425,8,0.5,20,120,0.01206719,0.0039516525,plateau,,True
gamma_threshold_mode_b,0.00021544347,0.1,8,0.5,20,120,6.4766541e-05,0.0024579763,plateau,,True
gamma_threshold_mode_b,0.00046415888,0.001,8,0.5,20,120,21.075378,0.18067129,exponential,,False
gamma_threshold_mode_b,0.00046415888,0.0016681005,8,0.5,20,120,19.126365,0.15589405,plateau,,True
gamma_threshold_mode_b,0.00046415888,0.0027825594,8,0.5,20,120,16.366757,0.12556102,plateau,,True
gamma_threshold_mode_b,0.00046415888,0.0046415888,8,0.5,20,120,12.752316,0.092920119,plateau,,True
gamma_threshold_mode_b,0.00046415888,0.0077426368,8,0.5,20,120,8.5369278,0.062800015,plateau,,True
gamma_threshold_mode_b,0.00046415888,0.012915497,8,0.5,20,120,4.4471605,0.039283328,plateau,,True
gamma_threshold_mode_b,0.00046415888,0.021544347,8,0.5,20,120,1.5193064,0.023576195,plateau,,True
gamma_threshold_mode_b,0.00046415888,0.035938137,8,0.5,20,120,0.25287234,0.014117735,plateau,,True
gamma_threshold_mode_b,0.00046415888,0.059948425,8,0.5,20,120,0.012144711,0.0085813606,plateau,,True
gamma_threshold_mode_b,0.00046415888,0.1,8,0.5,20,120,6.4978955e-05,0.005320419,plateau,,True
gamma_threshold_mode_b,0.001,0.001,8,0.5,20,300,1e+09,1e+09,explosive,137,False
gamma_threshold_mode_b,0.001,0.0016681005,8,0.5,20,300,1e+09,1e+09,explosive,162,False
gamma_threshold_mode_b,0.001,0.0027825594,8,0.5,20,300,1e+09,1e+09,explosive,260,False
gamma_threshold_mode_b,0.001,0.0046415888,8,0.5,20,300,8.1566715,0.41290215,plateau,,True
gamma_threshold_mode_b,0.001,0.0077426368,8,0.5,20,300,2.5256288,0.19156647,plateau,,True
gamma_threshold_mode_b,0.001,0.012915497,8,0.5,20,120,4.7910212,0.092613065,plateau,,True
gamma_threshold_mode_b,0.001,0.021544347,8,0.5,20,120,1.5895486,0.053487149,plateau,,True
gamma_threshold_mode_b,0.001,0.035938137,8,0.5,20,120,0.2595163,0.031335961,plateau,,True
gamma_threshold_mode_b,0.001,0.059948425,8,0.5,20,120,0.012317706,0.018812608,plateau,,True
gamma_threshold_mode_b,0.001,0.1,8,0.5,20,120,6.5446877e-05,0.011580091,plateau,,True
gamma_threshold_mode_b,0.0021544347,0.001,8,0.5,20,300,1e+09,1e+09,explosive,60,False
gamma_threshold_mode_b,0.0021544347,0.0016681005,8,0.5,20,300,1e+09,1e+09,explosive,63,False
gamma_threshold_mode_b,0.0021544347,0.0027825594,8,0.5,20,300,1e+09,1e+09,explosive,71,False
gamma_threshold_mode_b,0.0021544347,0.0046415888,8,0.5,20,300,1e+09,1e+09,explosive,91,False
gamma_threshold_mode_b,0.0021544347,0.0077426368,8,0.5,20,300,6.3335932,0.97193204,plateau,,True
gamma_threshold_mode_b,0.0021544347,0.012915497,8,0.5,20,120,5.9412649,0.25657954,plateau,,True
gamma_threshold_mode_b,0.0021544347,0.021544347,8,0.5,20,120,1.7815559,0.13086791,plateau,,True
gamma_threshold_mode_b,0.0021544347,0.035938137,8,0.5,20,120,0.27589156,0.072340103,plateau,,True
gamma_threshold_mode_b,0.0021544347,0.059948425,8,0.5,20,120,0.012721003,0.042146584,plateau,,True
gamma_threshold_mode_b,0.0021544347,0.1,8,0.5,20,120,6.6505553e-05,0.025517147,plateau,,True
gamma_threshold_mode_b,0.0046415888,0.001,8,0.5,20,300,1e+09,1e+09,explosive,29,False
gamma_threshold_mode_b,0.0046415888,0.0016681005,8,0.5,20,300,1e+09,1e+09,explosive,30,False
gamma_threshold_mode_b,0.0046415888,0.0027825594,8,0.5,20,300,1e+09,1e+09,explosive,31,False
gamma_threshold_mode_b,0.0046415888,0.0046415888,8,0.5,20,300,1e+09,1e+09,explosive,33,False
gamma_threshold_mode_b,0.0046415888,0.0077426368,8,0.5,20,300,1e+09,1e+09,explosive,39,False
gamma_threshold_mode_b,0.0046415888,0.012915497,8,0.5,20,120,1e+09,1e+09,explosive,61,False
gamma_threshold_mode_b,0.0046415888,0.021544347,8,0.5,20,120,2.6753698,0.42751503,plateau,,True
gamma_threshold_mode_b,0.0046415888,0.035938137,8,0.5,20,120,0.32585135,0.18647578,plateau,,True
gamma_threshold_mode_b,0.0046415888,0.059948425,8,0.5,20,120,0.013768279,0.099645587,plateau,,True
gamma_threshold_mode_b,0.0046415888,0.1,8,0.5,20,120,6.9053532e-05,0.057869815,plateau,,True
gamma_threshold_mode_b,0.01,0.001,8,0.5,20,300,1e+09,1e+09,explosive,15,False
gamma_threshold_mode_b,0.01,0.0016681005,8,0.5,20,300,1e+09,1e+09,explosive,16,False
gamma_threshold_mode_b,0.01,0.0027825594,8,0.5,20,300,1e+09,1e+09,explosive,16,False
gamma_threshold_mode_b,0.01,0.0046415888,8,0.5,20,300,1e+09,1e+09,explosive,16,False
gamma_threshold_mode_b,0.01,0.0077426368,8,0.5,20,300,1e+09,1e+09,explosive,17,False
gamma_threshold_mode_b,0.01,0.012915497,8,0.5,20,120,1e+09,1e+09,explosive,19,False
gamma_threshold_mode_b,0.01,0.021544347,8,0.5,20,120,1e+09,1e+09,explosive,23,False
gamma_threshold_mode_b,0.01,0.035938137,8,0.5,20,120,0.93129562,0.96635859,plateau,,True
gamma_threshold_mode_b,0.01,0.059948425,8,0.5,20,120,0.017573498,0.27909785,plateau,,True
gamma_threshold_mode_b,0.01,0.1,8,0.5,20,120,7.624011e-05,0.14149133,plateau,,True
gamma_threshold_mode_b,1e-05,0.001,8,1,20,120,17.790736,0.0029147262,plateau,,True
gamma_threshold_mode_b,1e-05,0.0016681005,8,1,20,120,16.414707,0.0026092985,plateau,,True
gamma_threshold_mode_b,1e-05,0.0027825594,8,1,20,120,14.351201,0.0022007474,plateau,,True
gamma_threshold_mode_b,1e-05,0.0046415888,8,1,20,120,11.467517,0.0017138346,plateau,,True
gamma_threshold_mode_b,1e-05,0.0077426368,8,1,20,120,7.8822528,0.0012158741,plateau,,True
gamma_threshold_mode_b,1e-05,0.012915497,8,1,20,120,4.2077531,0.00079091018,plateau,,True
gamma_threshold_mode_b,1e-05,0.021544347,8,1,20,120,1.4665396,0.0004876288,plateau,,True
gamma_threshold_mode_b,1e-05,0.035938137,8,1,20,120,0.24763615,0.0002968816,plateau,,True
gamma_threshold_mode_b,1e-05,0.059948425,8,1,20,120,0.012004423,0.00018224172,plateau,,True
gamma_threshold_mode_b,1e-05,0.1,8,1,20,120,6.4593302e-05,0.00011365389,plateau,,True
gamma_threshold_mode_b,2.1544347e-05,0.001,8,1,20,120,17.853185,0.0063226297,plateau,,True
gamma_threshold_mode_b,2.1544347e-05,0.0016681005,8,1,20,120,16.468031,0.0056560611,plateau,,True
gamma_threshold_mode_b,2.1544347e-05,0.0027825594,8,1,20,120,14.392557,0.0047659184,plateau,,True
gamma_threshold_mode_b,2.1544347e-05,0.0046415888,8,1,20,120,11.495167,0.0037072505,plateau,,True
gamma_threshold_mode_b,2.1544347e-05,0.0077426368,8,1,20,120,7.8970134,0.0026270344,plateau,,True
gamma_threshold_mode_b,2.1544347e-05,0.012915497,8,1,20,120,4.2133683,0.0017071422,plateau,,True
gamma_threshold_mode_b,2.1544347e-05,0.021544347,8,1,20,120,1.4678141,0.0010517649,plateau,,True
gamma_threshold_mode_b,2.1544347e-05,0.035938137,8,1,20,120,0.24776514,0.00064005017,plateau,,True
gamma_threshold_mode_b,2.1544347e-05,0.059948425,8,1,20,120,0.01200792,0.00039278836,plateau,,True
gamma_threshold_mode_b,2.1544347e-05,0.1,8,1,20,120,6.4602985e-05,0.00024491923,plateau,,True
gamma_threshold_mode_b,4.6415888e-05,0.001,8,1,20,120,17.990784,0.013826907,plateau,,True
gamma_threshold_mode_b,4.6415888e-05,0.0016681005,8,1,20,120,16.585277,0.012349626,plateau,,True
gamma_threshold_mode_b,4.6415888e-05,0.0027825594,8,1,20,120,14.483232,0.010384147,plateau,,True
gamma_threshold_mode_b,4.6415888e-05,0.0046415888,8,1,20,120,11.55558,0.0080573128,plateau,,True
gamma_threshold_mode_b,4.6415888e-05,0.0077426368,8,1,20,120,7.9291488,0.0056950385,plateau,,True
gamma_threshold_mode_b,4.6415888e-05,0.012915497,8,1,20,120,4.2255532,0.0036927843,plateau,,True
gamma_threshold_mode_b,4.6415888e-05,0.021544347,8,1,20,120,1.4705728,0.0022715556,plateau,,True
gamma_threshold_mode_b,4.6415888e-05,0.035938137,8,1,20,120,0.24804383,0.0013809854,plateau,,True
gamma_threshold_mode_b,4.6415888e-05,0.059948425,8,1,20,120,0.01201547,0.00084698296,plateau,,True
gamma_threshold_mode_b,4.6415888e-05,0.1,8,1,20,120,6.4623869e-05,0.00052793817,plateau,,True
gamma_threshold_mode_b,0.0001,0.001,8,1,20,120,18.302441,0.030800207,plateau,,True
gamma_threshold_mode_b,0.0001,0.0016681005,8,1,20,120,16.849545,0.027409295,plateau,,True
gamma_threshold_mode_b,0.0001,0.0027825594,8,1,20,120,14.686292,0.022936334,plateau,,True
gamma_threshold_mode_b,0.0001,0.0046415888,8,1,20,120,11.689827,0.017696646,plateau,,True
gamma_threshold_mode_b,0.0001,0.0077426368,8,1,20,120,7.9999834,0.012437311,plateau,,True
gamma_threshold_mode_b,0.0001,0.012915497,8,1,20,120,4.2522185,0.0080259236,plateau,,True
gamma_threshold_mode_b,0.0001,0.021544347,8,1,20,120,1.4765761,0.0049201481,plateau,,True
