final_M,final_Xi,regime,blowup_step,transition_step,mu,alpha,a,m0,variant,steps
3.2288522776028095,0.39066732246828295,plateau,,,0.019765709878143814,0.001,8.0,10.0,two_scale,120
0.9356403945569854,0.008636869299190735,plateau,,,0.019765709878143814,0.001,8.0,10.0,logistic,120
0.40571791655214,0.006443072451297828,plateau,,,0.026513258509017704,0.001,8.0,10.0,baseline,120
1.3992846646310981,0.2852369605199605,plateau,,,0.026513258509017704,0.001,8.0,10.0,two_scale,120
0.40571765416564115,0.006442831830393453,plateau,,,0.026513258509017704,0.001,8.0,10.0,logistic,120
0.1316050324581027,0.004820786045617156,plateau,,,0.035564261597469844,0.001,8.0,10.0,baseline,120
0.4563707175220463,0.20250461145143953,plateau,,,0.035564261597469844,0.001,8.0,10.0,two_scale,120
0.13160496859366025,0.004820606353834077,plateau,,,0.035564261597469844,0.001,8.0,10.0,logistic,120
0.028672825378823912,0.0036190051875666495,plateau,,,0.04770506433764363,0.001,8.0,10.0,baseline,120
0.10071793890420348,0.1420919606767271,plateau,,,0.04770506433764363,0.001,8.0,10.0,two_scale,120
0.028672814850134898,0.0036188701210829654,plateau,,,0.04770506433764363,0.001,8.0,10.0,logistic,120
0.0036087361604601907,0.0027275854105764355,plateau,,3,0.06399045168480669,0.001,8.0,10.0,baseline,120
0.012936560570595352,0.10012924986621402,plateau,,,0.06399045168480669,0.001,8.0,10.0,two_scale,120
0.003608735147995451,0.002727483152578536,plateau,,3,0.06399045168480669,0.001,8.0,10.0,logistic,120
0.00021173362114367602,0.0020660465823710114,plateau,,3,0.08583528737837638,0.001,8.0,10.0,baseline,120
0.000781834708328351,0.07143128339738315,plateau,,,0.08583528737837638,0.001,8.0,10.0,two_scale,120
0.00021173357519343599,0.0020659684926032378,plateau,,3,0.08583528737837638,0.001,8.0,10.0,logistic,120
4.239506573392158e-06,0.0015751722367993654,plateau,,3,0.11513743637283602,0.001,8.0,10.0,baseline,120
1.6336332794981603e-05,0.05157940231694054,plateau,,,0.11513743637283602,0.001,8.0,10.0,two_scale,120
4.239505850151216e-06,0.0015751119543835786,plateau,,3,0.11513743637283602,0.001,8.0,10.0,logistic,120
1.8151735542569483e-08,0.0012114994551549857,plateau,,3,0.1544426500964737,0.001,8.0,10.0,baseline,120
7.442839506615753e-08,0.03759098623663761,plateau,,3,0.1544426500964737,0.001,8.0,10.0,two_scale,120
1.8151733053914733e-08,0.0012114522602261174,plateau,,3,0.1544426500964737,0.001,8.0,10.0,logistic,120
8.003932101494835e-12,0.0009429490902239043,plateau,,3,0.20716573966075624,0.001,8.0,10.0,baseline,120
3.6022279199173866e-11,0.027584596473977773,plateau,,3,0.20716573966075624,0.001,8.0,10.0,two_scale,120
8.00393119165257e-12,0.0009429114471971204,plateau,,3,0.20716573966075624,0.001,8.0,10.0,logistic,120
1.080902956073816e-16,0.0007462344297049033,plateau,,3,0.27788725240326667,0.001,8.0,10.0,baseline,120
5.630744137424748e-16,0.020349111947819843,plateau,,3,0.27788725240326667,0.001,8.0,10.0,two_scale,120
1.0809028494041484e-16,0.000746203647928722,plateau,,3,0.27788725240326667,0.001,8.0,10.0,logistic,120
4.940988424682219e-24,0.0006045459757470518,plateau,,3,0.3727514268270927,0.001,8.0,10.0,baseline,120
3.297046684414746e-23,0.015077884591121323,plateau,,3,0.3727514268270927,0.001,8.0,10.0,two_scale,120
4.940987970318755e-24,0.0006045199554015107,plateau,,3,0.3727514268270927,0.001,8.0,10.0,logistic,120
7.541126905282826e-36,0.0005065137406733971,plateau,,3,0.49999999999999994,0.001,8.0,10.0,baseline,120
8.118083709325259e-35,0.011219501293893309,plateau,,3,0.49999999999999994,0.001,8.0,10.0,two_scale,120
7.541126176963387e-36,0.0005064907731672148,plateau,,3,0.49999999999999994,0.001,8.0,10.0,logistic,120
